logFC logCPM LR PValue significant
chr2L-19789 0.149051061319758 1.77001854854689 0.0149552371854327 0.902668078614159 0
chr2L-20259 -4.02438386284876 1.83450762955049 6.21672279103712 0.0126549145374492 0
chr2L-20391 -0.287392362062516 5.03124382937689 0.0306723935728428 0.860973276049822 0
chr2L-20834 0.257501596702282 6.63120905708472 0.0262497975214728 0.871291763772473 0
chr2L-21359 -3.81607429361661 4.3067015371117 4.88349198779306 0.0271147109166665 0
chr2L-21644 -0.00386356998322035 -0.720152652488191 1.58009845643292e-05 0.99682838113657 0
chr2L-22737 -0.00470926272126302 0.399729761070097 3.41586060601529e-05 0.995336761167222 0
chr2L-23029 0.985592292970245 4.14538712540924 1.11839389442545 0.290264553009264 0
chr2L-24360 0.020104764693278 3.2791272338718 0.000530020335297365 0.981632588119898 0
chr2L-25086 0.544603359935681 2.26768189245556 0.425751350533862 0.514081094045074 0
chr2L-26563 -0.0971307583477128 -0.89074934887556 0.0117622687603531 0.913635572851611 0
chr2L-26687 0.737404704876427 1.12842472547829 0.740455174485816 0.389515108510888 0
chr2L-27498 -0.0209748322182463 0.457004474805531 0.000661791750649066 0.979476433345092 0
chr2L-28708 -0.391769891370857 -0.542333551124474 0.120558603775569 0.728429426697768 0
chr2L-29024 0.645881316664468 0.284060996844643 0.403457337756 0.525309123590369 0
chr2L-29915 1.56718606603543 -0.724479145857394 2.66194253081459 0.102775150210591 0
chr2L-30349 0.769807050470221 -0.806268861538107 0.65466444731458 0.418449937832622 0
chr2L-31077 -0.257979299994421 -0.744485967793815 0.0752731203071264 0.783808384475645 0
chr2L-32020 -0.791191825595661 -0.991075045161713 0.680204156923276 0.40951643229252 0
chr2L-32490 -1.36847340314173 2.27928780507727 2.20668058193678 0.137414066723605 0
chr2L-32836 -0.0134051294409661 4.71556744381866 0.000195535474844633 0.988843224644958 0
chr2L-33600 -1.10012451515698 2.70748278305274 1.72900408972268 0.188538134476661 0
chr2L-33758 -0.79030404205148 2.03380222472285 0.626195604855646 0.428754234656023 0
chr2L-33991 -0.556184258241882 2.18059288257866 0.333250338748222 0.563751409957217 0
chr2L-34490 -1.5148937901852 -0.471643244214869 2.8715348058866 0.090158852635992 0
chr2L-34582 3.59176709051113 0.0693764529228221 6.61684149556373 0.0101018829494345 0
chr2L-36713 -0.588550221784801 0.357708185874648 0.510191907440974 0.475055792623785 0
chr2L-37057 0.156777252788466 2.10884731309785 0.0367722695040857 0.847929445172074 0
chr2L-38622 -0.685275063993974 -0.00558634064028409 0.595270819920986 0.440388132738911 0
chr2L-39248 -1.03022541658693 -0.824267349596408 1.32754611067458 0.249242236807682 0
chr2L-39327 0.214027916886169 1.67159836170294 0.0603467497764978 0.805948725426675 0
chr2L-40182 -0.45187463714492 0.521831202633284 0.24999597615733 0.617077910777194 0
chr2L-40566 -1.09089757724408 0.458330630412832 0.930293870299213 0.334786574709545 0
chr2L-40789 -0.250272184203875 2.60752246649585 0.0619012845682398 0.803515732740137 0
chr2L-41464 -0.238802020964674 2.67393758941822 0.0832666284910444 0.772918434291359 0
chr2L-41891 -1.08578174562647 0.299075509432206 1.71777350552339 0.1899798961216 0
chr2L-42005 0.992720413742505 1.51206435898031 1.43799297806744 0.230464396505476 0
chr2L-43330 -0.632845493055054 -0.809670030954295 0.619131579599502 0.431370179538576 0
chr2L-43423 0.187684046938515 1.73720173750919 0.051389544406728 0.820662765363795 0
chr2L-44354 -1.79725937844338 -0.534057276611513 5.13547495466421 0.0234416723283693 0
chr2L-44547 1.69249611199821 -0.427021348819558 3.42404981662562 0.0642532082705154 0
chr2L-45263 4.30207718942254 2.94387653195412 13.5122500406851 0.000237011191332774 1
chr2L-47326 -0.178831118438919 -0.186039712789317 0.0316804663470278 0.858730771283032 0
chr2L-47616 0.861029843570201 -0.7771448737537 0.829513775607482 0.362413163534059 0
chr2L-48100 0.140105610959123 -0.66067673679786 0.0217843662504298 0.882662181460885 0
chr2L-49163 -5.73907971097178 -0.348026537644469 24.5973718636323 7.06480205131635e-07 -1
chr2L-49645 -2.63730740261413 -1.18341991901257 7.75531941763726 0.00535545691507085 0
chr2L-50009 -1.93528462853393 -0.616007803123175 5.78629788992798 0.0161515680637367 0
chr2L-51153 -4.10586099212292 0.38147930661416 17.5411623760186 2.81154513168325e-05 -1
chr2L-51789 -8.24040525348645 -0.653377589458986 33.6937992420625 6.4505979395936e-09 -1
chr2L-52500 -0.612198980324239 -0.181100884604547 0.416338785971079 0.518769595490685 0
chr2L-53399 -0.507791062592601 0.305716168314654 0.308354504027965 0.578691687028303 0
chr2L-55595 -1.33576508347618 -0.515535786020827 2.2324333581721 0.135140865765344 0
chr2L-55636 0.293809836985925 2.02427265508023 0.11111689043598 0.738876137397242 0
chr2L-56328 -0.12645274635575 1.68282446476017 0.0246730832644788 0.875184416424315 0
chr2L-56932 -0.237924247297492 0.859510130526634 0.0850645124882377 0.770547962832399 0
chr2L-57482 -1.65328962439752 -0.443538525748831 3.31620910870269 0.0685998407400246 0
chr2L-57892 0.430233564562827 0.781239357229217 0.275999505377922 0.599335352017752 0
chr2L-58753 -1.26977985782459 -1.07574840871614 2.11237702976967 0.146112204334075 0
chr2L-58765 0.265460581683411 1.02043149882693 0.109905319209694 0.740251954274642 0
chr2L-59821 0.775301764506342 -0.906316896815265 0.674167200203811 0.411602493151202 0
chr2L-60343 1.94104224477951 2.11966030247518 4.1914610549088 0.0406280683982959 0
chr2L-62775 0.0805440964649914 0.0736245233802124 0.00955194683648886 0.922143467615516 0
chr2L-63128 -0.803993655388877 0.339056221471546 1.03443816547864 0.309118544905436 0
chr2L-63348 -0.0594030012286091 2.03930489829124 0.00477224674441956 0.944924786445458 0
chr2L-63669 0.570807847477467 3.71064199489863 0.354074311661286 0.551815773093386 0
chr2L-64483 -0.816187486113457 0.900538549474973 0.943230341128707 0.331448462913891 0
chr2L-64706 -1.59238101320486 -1.1505113960078 2.66735135094311 0.102426353545338 0
chr2L-64719 -0.0366381235157108 1.21981549580854 0.00195649854271629 0.964719215926462 0
chr2L-65318 -0.900924081646439 0.0866006707330672 1.08281601137763 0.29806844813635 0
chr2L-65609 -1.01174740011214 0.70700428171076 1.10698831240248 0.29273756077006 0
chr2L-65674 0.00460336608644666 4.10452626972904 1.66108190171599e-05 0.996748120963216 0
chr2L-66423 0.65078847804773 6.02043180496139 0.232698493092357 0.629530115468894 0
chr2L-67275 -1.11542105045561 3.64500178058004 0.77054805959861 0.380047559094063 0
chr2L-67325 -0.00817196942871305 4.4001167028484 4.56223488072283e-05 0.994610784135822 0
chr2L-67818 -1.3364468280984 2.45474727039863 1.28894708828362 0.256242079563323 0
chr2L-67906 0.00475638927368678 1.3964132681582 2.46520129429939e-05 0.99603845612086 0
chr2L-68331 -1.26032440273854 -0.6625111954026 2.17004548036809 0.140722072132839 0
chr2L-68394 -0.252626568729023 -0.801470530794617 0.0721229471454341 0.78827048430021 0
chr2L-69960 -0.389440020404876 -0.475907474732502 0.214596497993788 0.643188324763269 0
chr2L-70112 0.981828114859639 3.24314936458765 1.29498136540721 0.255131973892369 0
chr2L-71493 -0.539322517328801 3.56809554051445 0.240066346976363 0.624158199597028 0
chr2L-71991 -0.0916986007576603 5.15689487819015 0.00465557670815997 0.94560112384483 0
chr2L-72653 -0.90183993631324 7.02615930075236 0.448932019754693 0.50284255792002 0
chr2L-72788 0.746702597807212 9.36615570881951 0.312385210744196 0.576220199777992 0
chr2L-73421 0.991915402004239 7.75269623354774 0.534746527475704 0.464618128110747 0
chr2L-75585 0.801876779093558 5.03856058017579 0.393872249745215 0.53027097340587 0
chr2L-76558 -0.802867567245137 1.9378759479329 0.450872586393764 0.501920868037741 0
chr2L-76603 -1.04466463270445 -0.343988805180947 1.59454247219535 0.206678339949457 0
chr2L-76695 0.409570638215359 1.94090616458185 0.250234324340442 0.616910130807413 0
chr2L-77647 -1.48539064866751 -0.859969486953878 3.24669882398744 0.0715674626592402 0
chr2L-77859 1.32541212333981 -0.499678431221514 1.52678879832367 0.216595029352725 0
chr2L-78470 -0.256523891537373 0.188458766438159 0.0801350584468281 0.777114467197905 0
chr2L-78828 0.0425986977566472 1.10776240416451 0.00194998081226316 0.964777992559385 0
chr2L-79379 -0.364124376927302 -0.111997372960277 0.144120981803957 0.704218088805612 0
chr2L-79783 1.5828056473109 1.9161007003989 3.01525651007097 0.0824844043862299 0
chr2L-81189 0.1188618983495 0.849866961575977 0.018136674280786 0.89287084031152 0
chr2L-81949 -0.0665922208105379 0.219605813444394 0.00634233822559693 0.936524536464496 0
chr2L-82687 -0.58604939631189 -0.671659660787792 0.551610454316322 0.457660409038202 0
chr2L-82988 0.085997744823369 0.633573391580934 0.0114228939325736 0.914885814730067 0
chr2L-83359 -1.25180889336465 -0.948201225792019 2.2773285074447 0.131277826775314 0
chr2L-83829 0.152496640357536 -0.116418527405602 0.031130660627217 0.859949201444206 0
chr2L-84510 -1.44126977687799 -0.614091370157886 2.94762924323002 0.0860036381238371 0
chr2L-84652 -1.093951010843 1.06395235201678 1.81932725877796 0.177393375848221 0
chr2L-84868 -0.101162439221184 2.97681656408646 0.0119524766801611 0.912942828249492 0
chr2L-85683 -1.26478562486505 0.528437380798819 2.17215905679265 0.140528813427626 0
chr2L-85688 -0.160127396598589 0.609493864065689 0.0172353491655439 0.895551068632015 0
chr2L-86216 -0.550289510482781 1.77868378806527 0.467975307064829 0.493920099501697 0
chr2L-86317 1.02966334537411 5.65639292198543 1.16754504768503 0.2799062418542 0
chr2L-87736 -0.265781095115292 1.74716484221928 0.103208517726893 0.748012741210514 0
chr2L-89088 -0.525380548446982 -0.584784888835394 0.418769952176531 0.517551453159173 0
chr2L-90049 -0.96659874361039 1.90917219641311 1.24234590857706 0.265019418576729 0
chr2L-90144 0.494806950443198 4.67079304736376 0.279279082800311 0.597174121087946 0
chr2L-90994 0.209653008608289 3.38210195661248 0.0593959989730439 0.807453147900384 0
chr2L-92312 -0.438388496330492 -0.353253638621054 0.242889634322869 0.622126814409467 0
chr2L-93094 -0.720562251820409 -0.418223794947221 0.606558138125751 0.4360866829053 0
chr2L-93378 -0.403001036890893 2.91884149668691 0.118691170857289 0.730458378253906 0
chr2L-94101 0.598023946675984 5.52778933326401 0.206491071895016 0.64953167862383 0
chr2L-95133 -0.838043321139955 2.5526789338884 0.433568589193058 0.5102430710795 0
chr2L-95200 -0.722350512641616 2.60286682590449 0.282517120163874 0.59505613325706 0
chr2L-95278 0.081639587557621 3.81319692946715 0.00350655207000727 0.95277994873436 0
chr2L-95515 -0.771226450005809 2.48618350834815 0.335930812666334 0.562187504565413 0
chr2L-95762 -0.287009596142152 0.532628643866445 0.0663614642112655 0.796710080334926 0
chr2L-96492 0.897818026928288 -0.613970106519635 0.555705985575003 0.455995558800388 0
chr2L-97643 -0.867881494594369 -0.849523179307419 1.14593108061396 0.284402539623271 0
chr2L-97826 0.0019807861681198 -0.377140696777853 5.66439446814115e-06 0.998101037465301 0
chr2L-98245 -0.765595379563995 -0.394999635628978 0.597043955159016 0.439708118961743 0
chr2L-98317 -0.54807528811683 1.25070947008453 0.249448154257795 0.617463917275913 0
chr2L-98530 -0.251326261962041 1.93312027557614 0.0465387222899878 0.8291994990583 0
chr2L-98814 -0.557975195332802 1.69759945211817 0.265398568993582 0.606435288626707 0
chr2L-99184 -0.654279222327369 0.0577249410697235 0.301392721024596 0.583010624342852 0
chr2L-99267 1.42160203091401 1.08025067427053 0.963574009313316 0.326288048400998 0
chr2L-99667 0.109136010396162 -0.0102139725826271 0.0137885475162474 0.906523554394411 0
chr2L-99975 -1.59148033666438 1.4904874110395 3.80064885915328 0.0512327255570863 0
chr2L-100075 0.109615295434621 3.67745696888302 0.015768478159714 0.900070252357225 0
chr2L-100637 -1.23469535189956 2.47575679419563 2.11393240337202 0.145963811320635 0
chr2L-100842 -0.305770008149281 3.46507627301931 0.108713562080649 0.741613507057553 0
chr2L-101515 -1.82705232293161 0.988619333006658 4.05179168746838 0.0441244899073833 0
chr2L-102023 0.532285606872519 0.687599399837026 0.440910008083224 0.506683559957476 0
chr2L-102833 -0.683289613318203 -0.818126007480738 0.680440763351327 0.409434990174794 0
chr2L-103058 -0.597260404620256 -0.367250143588502 0.487300374442885 0.485134023316554 0
chr2L-103507 -0.992660025693589 1.32308395063688 0.854661426257922 0.355236978808409 0
chr2L-103684 0.130379337602268 3.44842128201767 0.0119933945482984 0.912794534443838 0
chr2L-104278 -1.59815240881147 1.12570675863176 1.65047676405399 0.19889405338127 0
chr2L-104684 -0.998987405597673 -0.0749716650203331 0.912812856643028 0.339369185039278 0
chr2L-105126 -0.0726183277416597 2.39313073432956 0.0062544017181061 0.936965192961827 0
chr2L-105865 -0.628654503585932 1.58361139898776 0.578956338082781 0.446721694070993 0
chr2L-106064 -0.747760037870229 2.57341206888223 0.812819278408957 0.36728804080118 0
chr2L-106389 0.137114015247777 4.54666341885634 0.0230110502676633 0.879428340067303 0
chr2L-107192 -1.29301789444476 2.0807867731763 2.47863721732459 0.1154022052425 0
chr2L-107319 -0.669734594630541 -0.539091889790825 0.558402354131732 0.454904675488587 0
chr2L-107445 0.0929350362727584 1.40500594364422 0.0109933404015212 0.916495523474644 0
chr2L-107820 -0.442508778993093 0.410100313406642 0.303707426681 0.581567478335501 0
chr2L-107858 0.526099263085663 2.41299021664278 0.344179479565947 0.557426624690331 0
chr2L-107864 1.69090527815257 6.72126367439967 2.63499109115673 0.104532647562467 0
chr2L-109432 0.589954274176741 2.66543746623585 0.428413996284574 0.512768203970499 0
chr2L-109445 -1.00162471118997 2.32513592391383 0.990094249165811 0.319719340265077 0
chr2L-109549 0.293316505556905 4.84885766110812 0.0750866415643543 0.78406969900986 0
chr2L-110290 -0.910034847574772 2.59108503452055 1.00727480444562 0.315556597850646 0
chr2L-110461 -0.280094472767894 2.425732131587 0.114515851033063 0.735060336823042 0
chr2L-110797 0.396544574005467 3.59062371067957 0.209419101279651 0.647223087869895 0
chr2L-111964 -0.844819981378827 0.371194418314952 1.05786265095366 0.303703171353622 0
chr2L-112067 -0.348162440068822 -0.722131962747386 0.145087335736013 0.703274992232159 0
chr2L-112347 0.0643079571606245 0.849099666061804 0.00368226688524054 0.951612718110475 0
chr2L-112864 -0.46507138768666 0.795734457051004 0.169903799363997 0.680197318370335 0
chr2L-113161 0.883763831847551 4.37936075860934 0.805207383732714 0.369540993616008 0
chr2L-114583 -0.389884069682029 2.87671776248309 0.209817444830183 0.646910526491534 0
chr2L-114850 -1.73365580558913 1.21207703082704 3.91885566952175 0.0477473708024058 0
chr2L-114876 -1.01620933673691 -0.117223295342694 1.49981055713767 0.220700513097467 0
chr2L-115154 0.075430321590117 1.16697487903424 0.0083852446562398 0.927038907949013 0
chr2L-117179 0.134128361395104 0.0138361855624474 0.0271040010288099 0.869232911937619 0
chr2L-117720 -2.55669516379224 -0.644069669652666 5.61893394201743 0.0177674530467179 0
chr2L-117843 -0.432035149835493 0.965418960894018 0.146289316753244 0.702106944744015 0
chr2L-118470 -1.57076536066693 -0.739331591369242 1.98067286339642 0.159319539962366 0
chr2L-118771 -1.13431830518939 0.418396902623694 1.41487726343467 0.234248424132306 0
chr2L-118801 0.307435538997474 3.61115604255178 0.0932604011264857 0.760072442408684 0
chr2L-119938 -1.39404485600118 0.864245159356999 2.15663030388749 0.14195569812625 0
chr2L-120159 -0.944348037934134 -0.0409550308624894 1.25158295043491 0.263250357572824 0
chr2L-120527 -1.13129852987444 0.686061922840605 1.99265089128775 0.15806398115951 0
chr2L-120666 -0.718910279939798 1.45267960705116 0.807230032367815 0.368940461749654 0
chr2L-120866 0.188718630917353 2.35895155591741 0.0509721957011889 0.821380134113288 0
chr2L-121883 -0.497648304393592 0.209469806134653 0.241142779082111 0.623381955193384 0
chr2L-122076 -0.695045437769558 1.11977446414598 0.698688118375831 0.403224856873881 0
chr2L-122269 -0.643153158811174 2.81680515377613 0.571931101220817 0.449492567040452 0
chr2L-122532 0.147546962446247 4.06876037219621 0.0249885673280303 0.874395552315865 0
chr2L-123194 -1.14129644568331 1.71048726355772 1.75226155744817 0.185592675523969 0
chr2L-123377 -1.36046475331859 -0.691966688429478 1.42647101497528 0.232341235209239 0
chr2L-124920 0.271711243791528 0.778600595475997 0.108707201248699 0.7416207962987 0
chr2L-125524 1.01019218205568 0.123322643478003 1.18142864750482 0.277065343148182 0
chr2L-125704 3.55555620271314 4.09118422043962 7.94291354255907 0.00482760460056393 0
chr2L-128082 -1.07783936076441 5.26061367430834 0.676926038876672 0.410647245482103 0
chr2L-128170 0.243723184507406 7.99255202361427 0.0337288392738628 0.854284796087613 0
chr2L-128731 0.537370922123321 7.04280440665469 0.164776209168394 0.684796709577378 0
chr2L-129234 0.983579813195081 5.01728742256379 0.52681256861792 0.467950013051435 0
chr2L-129500 2.8877432035087 6.31570313290467 4.24214867042855 0.0394322321045371 0
chr2L-131215 1.21458761034857 4.81527735355177 1.71029417216202 0.190947207615849 0
chr2L-132688 -0.393391321280292 0.827327973431049 0.247296509729101 0.618985154077764 0
chr2L-133156 0.482872511472952 -0.394013505141467 0.228538402794221 0.632609704859022 0
chr2L-134040 0.00234117615052864 1.47881936414508 8.39205300184886e-06 0.997688608227326 0
chr2L-134316 0.931494366868915 4.67782513844219 1.02917115326102 0.310353419445438 0
chr2L-135655 -0.647499849720454 1.20526268142266 0.649279910643207 0.420370247960132 0
chr2L-137364 1.3486682098516 0.666754862341332 1.65554900704754 0.19820536113274 0
chr2L-138707 -0.921666494866845 -0.827388752490931 0.432862968053721 0.510587466964337 0
chr2L-138874 -0.515654450480552 0.27788735932197 0.193235139431293 0.660237568937389 0
chr2L-142448 -0.84357058382081 -0.192212976912325 0.958934158585254 0.327455561924252 0
chr2L-142766 -0.598631081725172 1.26250616898578 0.541169605852229 0.461948407707562 0
chr2L-143262 -0.305824333118764 1.26900326371291 0.0799120503298987 0.77741663280781 0
chr2L-143631 0.425066257752302 0.868482615119341 0.0947203437280617 0.758259859412773 0
chr2L-144364 -0.836916658558336 -0.14575500294872 0.501099442057463 0.479017434853742 0
chr2L-144583 0.389385046926466 1.76303882085696 0.137138157470268 0.711142811123603 0
chr2L-145271 -1.67159091564793 0.264516518106863 2.55879305038789 0.109682290931229 0
chr2L-145333 0.0884299722340216 2.63636993527296 0.00841161402178514 0.926924597179328 0
chr2L-146242 0.732908092916169 2.32113384701226 0.729785187802968 0.392952826342784 0
chr2L-147574 -1.08707964424438 -0.0400909872053292 1.89927481995716 0.168159512212334 0
chr2L-147595 -0.115483980286973 2.14304988230925 0.0194501207383483 0.88908374692961 0
chr2L-148350 -1.28128099075913 -0.347479071909206 2.44513887307178 0.117889451432025 0
chr2L-148503 0.0297127433783461 -1.08861377624492 0.000426904047546195 0.983515556200005 0
chr2L-149527 -1.1333578116423 -1.10084920826305 1.51135825391529 0.218931945813925 0
chr2L-149548 -0.239996964070519 1.8720075940714 0.0834783843046676 0.772637806962617 0
chr2L-150420 -0.116061153745809 2.06446962274364 0.0176054180313763 0.894442181952857 0
chr2L-152338 -0.296192103917039 2.37074014542559 0.112747263738164 0.737037833939771 0
chr2L-152382 0.528464664633521 5.83502350144289 0.295833460867414 0.586506334480573 0
chr2L-153453 -0.44816301806288 4.39300981572545 0.233917279594883 0.62863431504611 0
chr2L-153859 -0.278042586864313 3.86912381666685 0.0562137948458883 0.812583490692426 0
chr2L-154675 -0.997657941107549 3.82000862364145 0.497745439690846 0.480492435008156 0
chr2L-154735 0.632669506710307 6.25293466628599 0.191360550314357 0.661786647604622 0
chr2L-155438 -0.55831398575295 4.18265765816368 0.137563110062842 0.710715730324564 0
chr2L-155610 -0.182343273002935 2.23957751099572 0.0147373348995501 0.90337625601391 0
chr2L-155732 0.0130366253459986 0.267912159068642 6.10810720411692e-05 0.993764246118624 0
chr2L-155818 -0.448930224884657 -0.150600397007772 0.0782382687508623 0.779699203689409 0
chr2L-155926 -0.11906160068421 1.08620510003949 0.0055262078332774 0.940741068610586 0
chr2L-156306 0.191601849422757 1.63791047825311 0.0161840454319098 0.898769022859592 0
chr2L-156828 -0.84802094496157 -0.1562471788314 0.300621089627547 0.583493315138761 0
chr2L-157102 -0.315001334631917 -0.293953993933628 0.0532929152419896 0.817429328738687 0
chr2L-157382 -0.701375372973934 -0.228465340198482 0.352154618409337 0.552895979702833 0
chr2L-157500 -1.15230490241263 1.07034275973106 0.879361742143375 0.348376552670714 0
chr2L-157531 0.106853118182804 3.60849056739252 0.00808496621766608 0.92835361668432 0
chr2L-158199 -0.649658817474529 2.57854147340411 0.280082411026214 0.596647206720931 0
chr2L-158554 -0.259322466275249 3.08190729767753 0.0455944217372632 0.830914759275103 0
chr2L-159412 -0.331108066974674 2.98700851133467 0.0865887560503751 0.768559484268491 0
chr2L-159793 1.25241151271993 2.57766614355518 1.29604379406842 0.254937136608535 0
chr2L-160035 4.26659400475612 7.10474270235097 9.32709060036521 0.00225790565358736 0
chr2L-162541 0.796837922546431 6.62312815608372 0.354570371869954 0.551537285979914 0
chr2L-163669 -0.030888579251919 4.06999194926079 0.000745704059340824 0.978214409203391 0
chr2L-164714 -0.115157506803661 2.35125082822833 0.0171059485914462 0.895941662243636 0
chr2L-165173 0.284505963820892 6.07846564622275 0.0625930598684477 0.802443472382454 0
chr2L-165676 0.586788117585513 7.18008783132005 0.237075312879256 0.626326504114452 0
chr2L-166309 3.34475658183926 7.61446717211976 5.97917706096302 0.0144757551119941 0
chr2L-168868 5.53157590335633 1.92650464244209 14.8594178435352 0.000115828279716398 1
chr2L-169193 1.16444414864831 1.41163170885912 1.14033879042948 0.285580750784507 0
chr2L-170178 0.5544149805628 -0.109942719367442 0.405227292254921 0.524401938096128 0
chr2L-171382 0.212354442401912 0.128877493744114 0.0685320048262241 0.793486293209106 0
chr2L-172755 -1.92132593907043 -0.050545129343485 5.36362985144474 0.0205609346162278 0
chr2L-172912 -1.48874688716321 2.42403696630503 3.10103450020664 0.0782425599832604 0
chr2L-173207 -0.556951814485366 3.79636715247681 0.388403707555092 0.533139676398408 0
chr2L-173756 -1.65073316398011 2.11599528501898 3.56899931667021 0.0588677759270443 0
chr2L-173892 0.132505564198825 2.74599453719448 0.0219693205953035 0.882168743266556 0
chr2L-174384 -0.226956973438367 2.25510055501917 0.0576970967788029 0.810173508420798 0
chr2L-177296 -0.288038921975643 3.51381701663815 0.0802213753183878 0.776997633775523 0
chr2L-177810 -0.361271484304388 2.75494717902171 0.137661835272979 0.710616618134607 0
chr2L-178292 -1.06756396950849 0.233481736167551 1.04128613434482 0.307522539655613 0
chr2L-178308 -1.3156230065617 1.15344457310603 0.906172816389026 0.341131926575159 0
chr2L-178349 -1.08699648793103 3.91422065728298 0.58314408605176 0.445082571700709 0
chr2L-178561 -0.0564425035201049 6.21555785092538 0.00155290328348201 0.968565983677054 0
chr2L-179027 0.67565372346766 7.5422900005808 0.235170283172465 0.627716362278707 0
chr2L-179846 -0.23068063258322 5.12000887857737 0.0290430803721051 0.864679604595988 0
chr2L-180089 -0.567221504614437 4.64295814686326 0.144323310187133 0.704020331066411 0
chr2L-180337 0.312033022677318 5.79086513364977 0.040591940296963 0.840327632341989 0
chr2L-180712 -0.930659308373362 3.93279836586932 0.404978928891353 0.524529068021981 0
chr2L-184870 -0.675820517063635 -0.312556822574809 0.396966004428168 0.528660312848515 0
chr2L-185094 -1.36702141918324 1.11610497851982 1.37310280122466 0.241279494120455 0
chr2L-185259 -0.0169772099526334 2.83047121407877 0.000195464258055722 0.988845256425378 0
chr2L-185704 -1.34881928510614 1.01468178649738 1.17144484891521 0.279104561762667 0
chr2L-186028 -1.19070008818461 0.443552001031854 2.00848009007612 0.156421961123132 0
chr2L-186249 0.105642567672271 2.70197849256903 0.0146611069852476 0.903625248027478 0
chr2L-186822 -0.299901390615924 2.041722290414 0.109976468391144 0.740170927792015 0
chr2L-187559 -1.12716374143973 -0.262745121657932 1.45118471645599 0.228337949844488 0
chr2L-187995 -0.240844783620856 -0.961496328494635 0.0332510849077532 0.855309003640972 0
chr2L-188469 -0.0936931589151507 -0.304980623948604 0.0125621432587366 0.91075920812481 0
chr2L-188925 0.0124780938104181 -1.32927548124396 0.000100397280165421 0.992005454688674 0
chr2L-190334 -0.218028121783522 -1.46256238260667 0.0253234302031462 0.873563795870046 0
chr2L-191630 -0.297256596416629 0.697778103352581 0.110180189739517 0.73993908556591 0
chr2L-192350 0.20932611540094 1.21290425438373 0.0386321823596685 0.844179144276217 0
chr2L-193188 0.381121490530301 -0.144399756132414 0.115968879553225 0.733448370760754 0
chr2L-194828 -0.983350244029951 1.10615540487479 0.684572740530699 0.408016550576357 0
chr2L-195508 0.0523510371680609 3.24715186077676 0.00133059453403916 0.97090176640959 0
chr2L-196299 -0.331574560092877 1.92162573206663 0.0564052156166532 0.812270608403619 0
chr2L-196723 -1.82244597476645 0.322673204157393 1.99805381071797 0.15750132398012 0
chr2L-196955 -0.279734131022407 1.12420149393596 0.0448022826042447 0.832368007607882 0
chr2L-197872 -0.393928954401181 0.437743457278293 0.239812535709931 0.624341544132496 0
chr2L-198323 -0.328002690533424 1.65312770162517 0.150133544221324 0.698407771333904 0
chr2L-198922 -1.33644257237491 0.680712589979551 2.63105050130392 0.104792359019425 0
chr2L-199081 0.354047519858255 3.10701511383506 0.0828982630636546 0.773407529547885 0
chr2L-200302 -0.502932953122567 0.219131431234418 0.19101601894284 0.662072335764794 0
chr2L-201174 -1.5354917331531 -0.711462140668955 2.43440000258598 0.118699304603861 0
